station_cd,station_g_cd,station_name,station_name_k,station_name_r,line_cd,pref_cd,add,lon,lat,open_ymd,close_ymd,e_status,e_sort
1121614,1121614,UZENNAKAYAMA,,,11216,6,yamagata kaminoyama-shi nakayama,140.218318,38.124158,,,0,1121614
1121615,1121615,KAMINOYAMAONSEN,,,11216,6,yamagata kaminoyama-shi yarai,140.27867,38.152259,,,0,1121615
1121616,1121616,MOKICHIKINENKAMMAE,,,11216,6,yamagata kaminoyama-shi kitamachi,140.298167,38.171249,,,0,1121616
1121617,1121617,ZAO,,,11216,6,yamagata yamagata-shi matsubara,140.303299,38.20592,,,0,1121617
1121618,1121618,YAMAGATA,,,11216,6,yamagata yamagata-shi kasumicho,140.327253,38.248098,,,0,1121618
1121619,1121619,KITAYAMAGATA,,,11216,6,yamagata yamagata-shi miyamachi,140.332658,38.265902,,,0,1121619
1121620,1121620,UZENCHITOSE,,,11216,6,yamagata yamagata-shi nagamachi,140.342168,38.287313,,,0,1121620
1121621,1121621,MINAMIDEWA,,,11216,6,yamagata yamagata-shi nanaura,140.344692,38.302834,,,0,1121621
1121622,1121622,URUSHIYAMA,,,11216,6,yamagata yamagata-shi urushiyama,140.347661,38.314477,,,0,1121622
1121623,1121623,TAKATAMA,,,11216,6,yamagata tendo-shi takadama,140.358832,38.330726,,,0,1121623
1121636,1121636,TENDOMINAMI,,,11216,6,yamagata tendo-shi,140.365853,38.342489,,,0,1121623
1121624,1121624,TENDO,,,11216,6,yamagata tendo-shi honcho,140.369303,38.35989,,,0,1121624
1121625,1121625,MIDAREGAWA,,,11216,6,yamagata tendo-shi midaregawa,140.374663,38.386554,,,0,1121625
1121626,1121626,KAMIMACHI,,,11216,6,yamagata higashine-shi jimmachi chuo,140.378389,38.412276,,,0,1121626
1121627,1121627,SAKURAMBOHIGASHINE,,,11216,6,yamagata higashine-shi kanisawa,140.380677,38.42806,,,0,1121627
1121628,1121628,HIGASHINE,,,11216,6,yamagata higashine-shi higashine ko,140.384035,38.450863,,,0,1121628
1121629,1121629,MURAYAMA,,,11216,6,yamagata murayama-shi tateoka shimmachi,140.386399,38.477078,,,0,1121629
1121630,1121630,SODESAKI,,,11216,6,yamagata murayama-shi tochiuda,140.391295,38.548259,,,0,1121630
1121631,1121631,OISHITA,,,11216,6,yamagata oishida-machi kitamurayama-gun oishida,140.375349,38.595916,,,0,1121631
1121632,1121632,KITAOISHIDA,,,11216,6,yamagata oishida-machi kitamurayama-gun takanosu,140.371234,38.629487,,,0,1121632
1121633,1121633,ASHIZAWA,,,11216,6,yamagata obanazawa-shi ashizawa,140.361016,38.655258,,,0,1121633
1121634,1121634,FUNAGATA,,,11216,6,yamagata funagata-machi mogami-gun,140.316157,38.691583,,,0,1121634
1121635,1120201,SHINJO,,,11216,6,yamagata shinjo-shi tamommachi,140.306064,38.76256,,,0,1121635
1121701,1123143,SENDAI,,,11217,4,miyagi aoba-ku sendai-shi chuo,140.882158,38.260027,,,0,1121701
1121702,1121702,TOSHOGU,,,11217,4,miyagi aoba-ku sendai-shi miyamachi,140.88682,38.277262,,,0,1121702
1121703,1121703,KITASENDAI,,,11217,4,miyagi aoba-ku sendai-shi showamachi,140.869885,38.281594,,,0,1121703
1121704,1121704,KITAYAMA,,,11217,4,miyagi aoba-ku sendai-shi kitayama,140.851876,38.285154,,,0,1121704
1121722,1121722,TOHOKUFUKUSHIDAIMAE,,,11217,4,miyagi aoba-ku sendai-shi kunimi,140.842683,38.280468,,,0,1121704
1121705,1121705,KUNIMI,,,11217,4,miyagi aoba-ku sendai-shi aramaki,140.8335,38.274783,,,0,1121705
1121706,1121706,KUZUOKA,,,11217,4,miyagi aoba-ku sendai-shi goroku,140.818583,38.268816,,,0,1121706
1121707,1121707,RIKUZENOCHIAI,,,11217,4,miyagi aoba-ku sendai-shi shimoayashi,140.789896,38.273379,,,0,1121707
1121708,1121708,AIKO,,,11217,4,miyagi aoba-ku sendai-shi kamiayashi,140.761517,38.272661,,,0,1121708
1121709,1121709,RIKUZENSHIRASAWA,,,11217,4,miyagi aoba-ku sendai-shi kamiayashi,140.702333,38.278117,,,0,1121709
1121710,1121710,KUMAKENE,,,11217,4,miyagi aoba-ku sendai-shi kumagane,140.680633,38.297947,,,0,1121710
1121711,1121711,NISHISENDAIHAIRANDO,,,11217,4,miyagi aoba-ku sendai-shi sakunami,140.665373,38.304188,,,2,1121711
1121712,1121712,SAKUNAMI,,,11217,4,miyagi aoba-ku sendai-shi sakunami,140.632467,38.317738,,,0,1121712
1121713,1121713,YATSUMORI,,,11217,4,miyagi aoba-ku sendai-shi nikkawa,140.615497,38.309041,,,2,1121713
1121714,1121714,OKUNIKKAWA,,,11217,4,miyagi aoba-ku sendai-shi nikkawa,140.594329,38.325953,,,0,1121714
1121715,1121715,OMOSHIROYAMAKOGEN,,,11217,6,yamagata yamagata-shi yamadera,140.49712,38.333071,,,0,1121715
1121716,1121716,YAMADERA,,,11217,6,yamagata yamagata-shi yamadera,140.434773,38.309561,,,0,1121716
1121717,1121717,TAKASE,,,11217,6,yamagata yamagata-shi shimohigashiyama,140.396074,38.301677,,,0,1121717
1121718,1121718,TATEYAMA,,,11217,6,yamagata yamagata-shi kazama,140.370598,38.301632,,,0,1121718
1121719,1121620,UZENCHITOSE,,,11217,6,yamagata yamagata-shi nagamachi,140.342168,38.287313,,,0,1121719
1121720,1121619,KITAYAMAGATA,,,11217,6,yamagata yamagata-shi miyamachi,140.332658,38.265902,,,0,1121720
1121721,1121618,YAMAGATA,,,11217,6,yamagata yamagata-shi kasumicho,140.327253,38.248098,,,0,1121721
1121801,1121618,YAMAGATA,,,11218,6,yamagata yamagata-shi kasumicho,140.327253,38.248098,,,0,1121801
1121802,1121619,KITAYAMAGATA,,,11218,6,yamagata yamagata-shi miyamachi,140.332658,38.265902,,,0,1121802
1121803,1121803,HIGASHIKANAI,,,11218,6,yamagata yamagata-shi jimba,140.302666,38.277058,,,0,1121803
1121804,1121804,UZENYAMABE,,,11218,6,yamagata yamanobe-machi higashimurayama-gun,140.271571,38.294756,,,0,1121804
1121805,1121805,UZENKANEZAWA,,,11218,6,yamagata nakayama-machi higashimurayama-gun,140.270516,38.320837,,,0,1121805
1121806,1121806,UZENNAGASAKI,,,11218,6,yamagata nakayama-machi higashimurayama-gun,140.273018,38.332969,,,0,1121806
1121807,1121807,MINAMISAGAE,,,11218,6,yamagata sagae-shi shima,140.27767,38.356033,,,0,1121807
1121808,1121808,SAGAE,,,11218,6,yamagata sagae-shi honcho,140.274487,38.372548,,,0,1121808
1121809,1121809,NISHISAGAE,,,11218,6,yamagata sagae-shi rokkumachi,140.26662,38.379627,,,0,1121809
1121810,1121810,UZENTAKAMATSU,,,11218,6,yamagata sagae-shi yakuwa,140.248666,38.397494,,,0,1121810
1121811,1121811,SHIBAHASHI,,,11218,6,yamagata sagae-shi shibahashi,140.22582,38.380874,,,0,1121811
1121812,1121812,ATERAZAWA,,,11218,6,yamagata oe-machi nishimurayama-gun aterazawa,140.208132,38.382223,,,0,1121812
1121901,1121609,YONEZAWA,,,11219,6,yamagata yonezawa-shi ekimae,140.128209,37.909478,,,0,1121901
1121902,1121902,MINAMIYONEZAWA,,,11219,6,yamagata yonezawa-shi honcho,140.108364,37.896043,,,0,1121902
1121903,1121903,NISHIYONEZAWA,,,11219,6,yamagata yonezawa-shi naoecho,140.08481,37.917279,,,0,1121903
1121904,1121904,NARUSHIMA,,,11219,6,yamagata yonezawa-shi hirohatamachi narushima,140.075584,37.94335,,,0,1121904
1121905,1121905,CHUGORI,,,11219,6,yamagata kawanishi-machi higashiokitama-gun tokida,140.067286,37.969109,,,0,1121905
1121906,1121906,UZENKOMATSU,,,11219,6,yamagata kawanishi-machi higashiokitama-gun kamikomatsu,140.048503,38.004721,,,0,1121906
1121907,1121907,INUKAWA,,,11219,6,yamagata kawanishi-machi higashiokitama-gun komatsu,140.052038,38.025333,,,0,1121907
1121908,1121908,IMAIZUMI,,,11219,6,yamagata nagai-shi imaizumi,140.04412,38.056697,,,0,1121908
1121909,1121909,HAGYU,,,11219,6,yamagata iide-machi nishiokitama-gun hagyu,140.004207,38.06182,,,0,1121909
1121910,1121910,UZENTSUBAKI,,,11219,6,yamagata iide-machi nishiokitama-gun tsubaki,139.994293,38.038636,,,0,1121910
1121911,1121911,TENOKO,,,11219,6,yamagata iide-machi nishiokitama-gun tenoko,139.961264,38.011766,,,0,1121911
1121912,1121912,UZENNUMAZAWA,,,11219,6,yamagata oguni-machi nishiokitama-gun hyakkozawa,139.872497,38.028698,,,0,1121912
1121913,1121913,ISARYO,,,11219,6,yamagata oguni-machi nishiokitama-gun isaryo,139.822635,38.05105,,,0,1121913
1121914,1121914,UZEMMATSUOKA,,,11219,6,yamagata oguni-machi nishiokitama-gun matsuoka,139.780445,38.045391,,,0,1121914
1121915,1121915,SHOKOKU,,,11219,6,yamagata oguni-machi nishiokitama-gun iwaizawa,139.750167,38.061422,,,0,1121915
1121916,1121916,ECHIGOKANAMARU,,,11219,15,niigata sekikawa-mura iwafune-gun kanamaru,139.663521,38.066474,,,0,1121916
1121917,1121917,ECHIGOKATAKAI,,,11219,15,niigata sekikawa-mura iwafune-gun katakai,139.62239,38.070712,,,0,1121917
1121918,1121918,ECHIGOSHIMOSEKI,,,11219,15,niigata sekikawa-mura iwafune-gun shimoseki,139.560024,38.090037,,,0,1121918
1121919,1121919,ECHIGOOSHIMA,,,11219,15,niigata sekikawa-mura iwafune-gun oshima,139.518209,38.099721,,,0,1121919
1121920,1121412,SAKACHO,,,11219,15,niigata murakami-shi sakamachi,139.445838,38.119277,,,0,1121920
1122001,1120201,SHINJO,,,11220,6,yamagata shinjo-shi tamommachi,140.306064,38.76256,,,0,1122001
1122002,1122002,MASUKATA,,,11220,6,yamagata shinjo-shi masugata,140.24423,38.751646,,,0,1122002
1122003,1122003,UZENZENNAMI,,,11220,6,yamagata shinjo-shi masugata,140.209525,38.747654,,,0,1122003
1122004,1122004,TSUYA,,,11220,6,yamagata tozawa-mura mogami-gun tsuya,140.186375,38.737618,,,0,1122004
1122005,1122005,KOGUCHI,,,11220,6,yamagata tozawa-mura mogami-gun furukuchi,140.14602,38.737129,,,0,1122005
1122006,1122006,TAKAYA,,,11220,6,yamagata tozawa-mura mogami-gun furukuchi,140.070936,38.752567,,,0,1122006
1122007,1122007,KIYOKAWA,,,11220,6,yamagata shonai-machi higashitagawa-gun kiyokawa,140.020761,38.790152,,,0,1122007
1122008,1122008,KARIKAWA,,,11220,6,yamagata shonai-machi higashitagawa-gun karikawa,139.976777,38.79367,,,0,1122008
1122009,1122009,MINAMINO,,,11220,6,yamagata shonai-machi higashitagawa-gun minamino,139.944742,38.81813,,,0,1122009
1122010,1121434,AMARUME,,,11220,6,yamagata shonai-machi higashitagawa-gun,139.911348,38.844321,,,0,1122010
1122101,1123156,KOGOTA,,,11221,4,miyagi misato-machi toda-gun fujigasaki,141.064355,38.541111,,,0,1122101
1122102,1122102,KITAURA,,,11221,4,miyagi misato-machi toda-gun,141.02305,38.55985,,,0,1122102
1122103,1122103,RIKUZENYACHI,,,11221,4,miyagi misato-machi toda-gun,140.999453,38.565152,,,0,1122103
1122104,1122104,FURUKAWA,,,11221,4,miyagi osaki-shi furukawa ekimaeodori,140.967876,38.571192,,,0,1122104
1122105,1122105,TSUKANOME,,,11221,4,miyagi osaki-shi furukawa tsukanome,140.937093,38.572474,,,0,1122105
1122106,1122106,NISHIFURUKAWA,,,11221,4,miyagi osaki-shi furukawa niibori,140.895416,38.578214,,,0,1122106
1122107,1122107,HIGASHIOSAKI,,,11221,4,miyagi osaki-shi furukawa osaki,140.897015,38.605627,,,0,1122107
1122108,1122108,NISHIOSAKI,,,11221,4,miyagi osaki-shi iwadeyama shimonome,140.889638,38.629986,,,0,1122108
1122109,1122109,IWADEYAMA,,,11221,4,miyagi osaki-shi iwadeyama higashikawara,140.871492,38.652508,,,0,1122109
1122110,1122110,YUBIKAN,,,11221,4,miyagi osaki-shi iwadeyama kamikawaramachi,140.86442,38.658135,,,0,1122110
1122111,1122111,KAMINOME,,,11221,4,miyagi osaki-shi iwadeyama shimoichikuri,140.859342,38.680563,,,0,1122111
1122112,1122112,IKETSUKI,,,11221,4,miyagi osaki-shi iwadeyama iketsuki,140.835732,38.708948,,,0,1122112
1122113,1122113,KAWATABIONSEN,,,11221,4,miyagi osaki-shi narukonsen omigawara,140.779317,38.736834,,,0,1122113
1122114,1122114,NARUKOGOTENYU,,,11221,4,miyagi osaki-shi narukonsen akayu,140.737148,38.744612,,,0,1122114
1122115,1122115,NARUKONSEN,,,11221,4,miyagi osaki-shi narukonsen yumoto,140.715939,38.743193,,,0,1122115
1122116,1122116,NAKAYAMADAIRAONSEN,,,11221,4,miyagi osaki-shi narukonsen hoshinuma,140.668103,38.726568,,,0,1122116
1122117,1122117,SAKAIDA,,,11221,6,yamagata mogami-machi mogami-gun sakaida,140.612902,38.73549,,,0,1122117
1122118,1122118,AKAKURAONSEN,,,11221,6,yamagata mogami-machi mogami-gun tomisawa,140.553647,38.730535,,,0,1122118
1122119,1122119,TACHIKOJI,,,11221,6,yamagata mogami-machi mogami-gun,140.542678,38.742045,,,0,1122119
1122120,1122120,SAIJO,,,11221,6,yamagata mogami-machi mogami-gun mukaimachi,140.517712,38.755959,,,0,1122120
1122121,1122121,OBORI,,,11221,6,yamagata mogami-machi mogami-gun shimo,140.475377,38.76592,,,0,1122121
1122122,1122122,USUGI,,,11221,6,yamagata mogami-machi mogami-gun shimo,140.453698,38.764962,,,0,1122122
1122123,1122123,SEMIONSEN,,,11221,6,yamagata mogami-machi mogami-gun ohori,140.419557,38.755192,,,0,1122123
1122124,1122124,HIGASHINAGASAWA,,,11221,6,yamagata funagata-machi mogami-gun nagasawa,140.382195,38.718898,,,0,1122124
1122125,1122125,NAGASAWA,,,11221,6,yamagata funagata-machi mogami-gun nagasawa,140.365969,38.709782,,,0,1122125
1122126,1122126,MINAMISHINJO,,,11221,6,yamagata shinjo-shi torigoe,140.316212,38.721629,,,0,1122126
1122127,1120201,SHINJO,,,11221,6,yamagata shinjo-shi tamommachi,140.306064,38.76256,,,0,1122127
1122201,1122201,AOBADORI,,,11222,4,miyagi aoba-ku sendai-shi chuo,140.878514,38.260749,,,0,1122201
1122202,1123143,SENDAI,,,11222,4,miyagi aoba-ku sendai-shi chuo,140.882158,38.260027,,,0,1122202
1122203,1122203,RUKEOKA,,,11222,4,miyagi miyagino-ku sendai-shi tsutsujigaoka,140.893782,38.258792,,,0,1122203
1122204,1122204,MIYAGINOHARA,,,11222,4,miyagi miyagino-ku sendai-shi miyagino,140.905155,38.26115,,,0,1122204
1122205,1122205,RIKUZENHARANOMACHI,,,11222,4,miyagi miyagino-ku sendai-shi gorin,140.910638,38.266017,,,0,1122205
1122206,1122206,NIGATAKE,,,11222,4,miyagi miyagino-ku sendai-shi nigatake,140.918867,38.268722,,,0,1122206
1122207,1122207,KOZURUSHINDEN,,,11222,4,miyagi miyagino-ku sendai-shi nigatake,140.935446,38.273455,,,0,1122207
1122208,1122208,FUKUDACHO,,,11222,4,miyagi miyagino-ku sendai-shi fukudamachi,140.958252,38.274967,,,0,1122208
1122209,1122209,RIKUZENTAKASAGO,,,11222,4,miyagi miyagino-ku sendai-shi fukumuro,140.967607,38.27344,,,0,1122209
1122210,1122210,NAKANOSAKAE,,,11222,4,miyagi miyagino-ku sendai-shi sakae,140.985236,38.280796,,,0,1122210
1122211,1122211,TAGAJO,,,11222,4,miyagi tagajo-shi chuo,141.005375,38.291656,,,0,1122211
1122212,1122212,GEBA,,,11222,4,miyagi tagajo-shi geba,141.014965,38.305833,,,0,1122212
1122213,1122213,NISHISHIOGAMA,,,11222,4,miyagi shiogama-shi nishikicho,141.018419,38.31194,,,0,1122213
1122214,1122214,HONSHIOGAMA,,,11222,4,miyagi shiogama-shi kaigandori,141.022477,38.317715,,,0,1122214
1122215,1122215,HIGASHISHIOGAMA,,,11222,4,miyagi shiogama-shi fujikura,141.031665,38.325572,,,0,1122215
1122216,1122216,RIKUZENHAMADA,,,11222,4,miyagi rifu-cho miyagi-gun,141.041818,38.350747,,,0,1122216
1122217,1122217,MATSUSHIMAKAIGAN,,,11222,4,miyagi matsushima-machi miyagi-gun,141.058523,38.368529,,,0,1122217
1122218,1122218,TAKAGIMACHI,,,11222,4,miyagi matsushima-machi miyagi-gun takagi,141.07344,38.382731,,,0,1122218
1122219,1122219,TETARU,,,11222,4,miyagi matsushima-machi miyagi-gun tetaru,141.092846,38.38715,,,0,1122219
1122220,1122220,RIKUZENTOMIYAMA,,,11222,4,miyagi matsushima-machi miyagi-gun tetaru,141.107208,38.386307,,,0,1122220
1122221,1122221,RIKUZENOTSUKA,,,11222,4,miyagi higashimatsushima-shi otsuka,141.12947,38.379078,,,0,1122221
1122222,1122222,TOMEI,,,11222,4,miyagi higashimatsushima-shi otsuka,141.14236,38.370246,,,0,1122222
1122223,1122223,NOBIRU,,,11222,4,miyagi higashimatsushima-shi nobiru,141.160133,38.375015,,,0,1122223
1122224,1122224,RIKUZENONO,,,11222,4,miyagi higashimatsushima-shi ushiami,141.174345,38.396018,,,0,1122224
1122225,1122225,KAZUMA,,,11222,4,miyagi higashimatsushima-shi,141.190073,38.403315,,,0,1122225
1122226,1122226,YAMOTO,,,11222,4,miyagi higashimatsushima-shi yamoto,141.209148,38.420432,,,0,1122226
1122227,1122227,HIGASHIYAMOTO,,,11222,4,miyagi higashimatsushima-shi yamoto,141.22216,38.427993,,,0,1122227
1122228,1122228,RIKUZENAKAI,,,11222,4,miyagi higashimatsushima-shi akai,141.238883,38.432442,,,0,1122228
1122229,1122229,HEBITA,,,11222,4,miyagi ishinomaki-shi hebita,141.277652,38.438218,,,0,1122229
1122230,1122230,RIKUZENYAMASHITA,,,11222,4,miyagi ishinomaki-shi nishikicho,141.288868,38.437718,,,0,1122230
1122231,1122231,ISHINOMAKI,,,11222,4,miyagi ishinomaki-shi isemba,141.303553,38.43538,,,0,1122231
1122301,1123156,KOGOTA,,,11223,4,miyagi misato-machi toda-gun fujigasaki,141.064355,38.541111,,,0,1122301
1122302,1122302,KAMIWAKUYA,,,11223,4,miyagi wakuya-cho toda-gun akamayashiki,141.099473,38.549194,,,0,1122302
1122303,1122303,WAKUYA,,,11223,4,miyagi wakuya-cho toda-gun shimmachiura,141.127359,38.538151,,,0,1122303
1122304,1122304,MAETANICHI,,,11223,4,miyagi ishinomaki-shi maeyachi,141.194345,38.512187,,,0,1122304
1122305,1122305,KAKEYAMA,,,11223,4,miyagi ishinomaki-shi kanomata,141.239622,38.497974,,,0,1122305
1122306,1122306,KANOMATA,,,11223,4,miyagi ishinomaki-shi kanomata,141.283016,38.485851,,,0,1122306
1122307,1122307,SOBANOKAMI,,,11223,4,miyagi ishinomaki-shi kanomata,141.287848,38.465993,,,0,1122307
1122308,1122231,ISHINOMAKI,,,11223,4,miyagi ishinomaki-shi isemba,141.303553,38.43538,,,0,1122308
1122309,1122309,RIKUZENINAI,,,11223,4,miyagi ishinomaki-shi inai,141.334847,38.445463,,,0,1122309
1122310,1122310,WATANOHA,,,11223,4,miyagi ishinomaki-shi watanohacho,141.365123,38.420051,,,0,1122310
1122311,1122311,MANGOKURA,,,11223,4,miyagi ishinomaki-shi nagaru,141.368555,38.428855,,,0,1122311
1122312,1122312,SAWADA,,,11223,4,miyagi ishinomaki-shi sawada,141.38234,38.432397,,,0,1122312
1122313,1122313,URAJUKU,,,11223,4,miyagi onagawa-cho oshika-gun urashukuhama,141.421355,38.436542,,,0,1122313
1122314,1122314,ONNAGAWA,,,11223,4,miyagi onagawa-cho oshika-gun onagawahama,141.444919,38.446403,,,0,1122314
1122401,1122304,MAETANICHI,,,11224,4,miyagi ishinomaki-shi maeyachi,141.194345,38.512187,,,0,1122401
1122402,1122402,WABUCHI,,,11224,4,miyagi ishinomaki-shi wabuchi,141.220428,38.525772,,,0,1122402
1122403,1122403,NONODAKE,,,11224,4,miyagi wakuya-cho toda-gun inokatandai,141.225813,38.552567,,,0,1122403
1122404,1122404,RIKUZENTOYOSATO,,,11224,4,miyagi tome-shi toyosatocho uraken,141.244674,38.582481,,,0,1122404
1122405,1122405,MITAKEDO,,,11224,4,miyagi tome-shi toyosatocho osawa,141.264718,38.605662,,,0,1122405
1122406,1122406,YANAIZU,,,11224,4,miyagi tome-shi,141.305947,38.611693,,,0,1122406
1122407,1122407,RIKUZENYOKOYAMA,,,11224,4,miyagi tome-shi tsuyamacho yokoyama,141.353981,38.630776,,,0,1122407
1122408,1122408,RIKUZENTOGURA,,,11224,4,miyagi minamisanriku-cho motoyoshi-gun tokura,141.43338,38.647977,,,0,1122408
1122409,1122409,SHIZUGAWA,,,11224,4,miyagi minamisanriku-cho motoyoshi-gun shizugawa nakasemachi,141.442894,38.678113,,,0,1122409
1122410,1122410,SHIMIZUHAMA,,,11224,4,miyagi minamisanriku-cho motoyoshi-gun shizugawa shizuhama,141.486798,38.690418,,,0,1122410
1122411,1122411,UTATSU,,,11224,4,miyagi minamisanriku-cho motoyoshi-gun utatsu isatomae,141.519263,38.717661,,,0,1122411
1122412,1122412,RIKUZEMMINATO,,,11224,4,miyagi minamisanriku-cho motoyoshi-gun utatsu minato,141.530859,38.738559,,,0,1122412
1122413,1122413,KURAUCHI,,,11224,4,miyagi kesennuma-shi motoyoshicho uto,141.524214,38.753952,,,0,1122413
1122414,1122414,RIKUZENKOIZUMI,,,11224,4,miyagi kesennuma-shi motoyoshicho shimojuku,141.509068,38.766786,,,0,1122414
1122415,1122415,MOTOYOSHI,,,11224,4,miyagi kesennuma-shi motoyoshicho tsuyamatsuo,141.501937,38.786042,,,0,1122415
1122416,1122416,KOGANEZAWA,,,11224,4,miyagi kesennuma-shi motoyoshicho oya,141.534755,38.795686,,,0,1122416
1122417,1122417,OTANIKAIGAN,,,11224,4,miyagi kesennuma-shi motoyoshicho mishima,141.566927,38.813901,,,0,1122417
1122418,1122418,RIKUZENHASHIKAMI,,,11224,4,miyagi kesennuma-shi nagaiso hara,141.580339,38.837113,,,0,1122418
1122419,1122419,SAICHI,,,11224,4,miyagi kesennuma-shi saichi kawara,141.581382,38.853516,,,0,1122419
1122420,1122420,MATSUIWA,,,11224,4,miyagi kesennuma-shi matsuzaki katahama,141.583768,38.873369,,,0,1122420
1122421,1122421,MINAMIKESENNUMA,,,11224,4,miyagi kesennuma-shi nakamachi,141.576753,38.894816,,,0,1122421
1122422,1122422,FUDONOSAWA,,,11224,4,miyagi kesennuma-shi shitanda,141.56236,38.898519,,,0,1122422
1122423,1120814,KESENNUMA,,,11224,4,miyagi kesennuma-shi furumachi,141.558893,38.910031,,,0,1122423
1122501,1123114,KORIYAMA,,,11225,7,fukushima koriyama-shi hiuchita,140.389363,37.398187,,,0,1122501
1122502,1122502,KIKUTA,,,11225,7,fukushima koriyama-shi kikutamachi,140.341912,37.451746,,,0,1122502
1122503,1122503,YASUKOKESHIMA,,,11225,7,fukushima koriyama-shi atamimachi akogashima,140.310133,37.472048,,,0,1122503
1122504,1122504,BANDAIATAMI,,,11225,7,fukushima koriyama-shi atamimachi atami,140.2707,37.480743,,,0,1122504
1122505,1122505,NAKAYAMAJUKU,,,11225,7,fukushima koriyama-shi atamimachi nakayama,140.219401,37.495648,,,0,1122505
1122506,1122506,UETO,,,11225,7,fukushima inawashiro-machi yama-gun yamagata,140.163538,37.487848,,,0,1122506
1122507,1122507,INAWASHIROKOHAN,,,11225,7,fukushima inawashiro-machi yama-gun tsuboyo,140.147564,37.500563,,,0,1122507
1122508,1122508,SEKITO,,,11225,7,fukushima inawashiro-machi yama-gun sekito,140.143619,37.515577,,,0,1122508
1122509,1122509,KAWAKETA,,,11225,7,fukushima inawashiro-machi yama-gun kawageta,140.136869,37.535639,,,0,1122509
1122510,1122510,INAWASHIRO,,,11225,7,fukushima inawashiro-machi yama-gun chiyoda,140.103122,37.546286,,,0,1122510
1122511,1122511,OKINASHIMA,,,11225,7,fukushima inawashiro-machi yama-gun iwane,140.054079,37.552837,,,0,1122511
1122512,1122512,BANDAIMACHI,,,11225,7,fukushima bandai-machi yama-gun bandai,139.993413,37.557305,,,0,1122512
1122513,1122513,HIGASHINAGAHARA,,,11225,7,fukushima aizuwakamatsu-shi kawahigashimachi kumanodo,139.948239,37.566465,,,0,1122513
1122514,1122514,HIROTA,,,11225,7,fukushima aizuwakamatsu-shi kawahigashimachi hirota,139.933343,37.549235,,,0,1122514
1122515,1122515,AIZUWAKAMATSU,,,11225,7,fukushima aizuwakamatsu-shi ekimaemachi,139.930159,37.508824,,,0,1122515
1122601,1122515,AIZUWAKAMATSU,,,11226,7,fukushima aizuwakamatsu-shi ekimaemachi,139.930159,37.508824,,,0,1122601
1122602,1122602,DOJIMA,,,11226,7,fukushima aizuwakamatsu-shi kawahigashimachi koriyama,139.911706,37.554723,,,0,1122602
1122603,1122603,OIKAWA,,,11226,7,fukushima yugawa-mura kawanuma-gun,139.895318,37.579117,,,0,1122603
1122604,1122604,SHIOKAWA,,,11226,7,fukushima kitakata-shi shiokawamachi ishibashi,139.88716,37.59393,,,0,1122604
1122605,1122605,UBADO,,,11226,7,fukushima kitakata-shi shiokawamachi niidayaji,139.881001,37.615952,,,0,1122605
1122606,1122606,AIZUTOYOKAWA,,,11226,7,fukushima kitakata-shi toyokawamachi ichii,139.876787,37.633499,,,0,1122606
1122607,1122607,KITAKATA,,,11226,7,fukushima kitakata-shi machidashita,139.868365,37.643886,,,0,1122607
1122608,1122608,YAMATO,,,11226,7,fukushima kitakata-shi yamatomachi hirono,139.766534,37.639228,,,0,1122608
1122609,1122609,OGINO,,,11226,7,fukushima kitakata-shi takasatomachi kamigo,139.722119,37.617613,,,0,1122609
1122610,1122610,ONOBORI,,,11226,7,fukushima nishiaizu-machi yama-gun tosejima,139.691542,37.609024,,,0,1122610
1122611,1122611,NOZAWA,,,11226,7,fukushima nishiaizu-machi yama-gun nozawa,139.64462,37.590898,,,0,1122611
1122612,1122612,KAMINOJIRI,,,11226,7,fukushima nishiaizu-machi yama-gun kaminojiri,139.633869,37.625041,,,0,1122612
1122613,1122613,TOKUSAWA,,,11226,7,fukushima nishiaizu-machi yama-gun muraoka,139.602879,37.666876,,,0,1122613
1122614,1122614,TOYOMI,,,11226,15,niigata aga-machi higashikambara-gun toyomi,139.576348,37.680541,,,0,1122614
1122615,1122615,HIDEYA,,,11226,15,niigata aga-machi higashikambara-gun hideya,139.533985,37.705699,,,0,1122615
1122616,1122616,KANOSE,,,11226,15,niigata aga-machi higashikambara-gun mukaikanose,139.479663,37.695656,,,0,1122616
1122617,1122617,TSUGAWA,,,11226,15,niigata aga-machi higashikambara-gun,139.447136,37.68817,,,0,1122617
1122618,1122618,MIKAWA,,,11226,15,niigata aga-machi higashikambara-gun,139.381482,37.70835,,,0,1122618
1122619,1122619,GOJUTO,,,11226,15,niigata aga-machi higashikambara-gun igashima,139.353419,37.715974,,,0,1122619
1122620,1122620,HIGASHISHIMOJO,,,11226,15,niigata aga-machi higashikambara-gun kumawatari,139.321815,37.736876,,,0,1122620
1122621,1122621,SAKIHANA,,,11226,15,niigata gosen-shi sadori,139.29095,37.735003,,,0,1122621
1122622,1122622,MAOROSHI,,,11226,15,niigata gosen-shi maoroshi,139.260466,37.737569,,,0,1122622
1122623,1122623,SARUWADA,,,11226,15,niigata gosen-shi tsuchibori,139.222481,37.729594,,,0,1122623
1122624,1122624,GOSEN,,,11226,15,niigata gosen-shi ekimae,139.179785,37.734373,,,0,1122624
1122625,1122625,KITAGOSEN,,,11226,15,niigata gosen-shi kitagosenekimae,139.169758,37.746785,,,0,1122625
